Pattern_1 Pattern_5
TRADD 0.571985721588135 0.510542631149292
ARRDC3-AS1 0.00129897135775536 0.00582484062761068
MAPK10 0.0146551514044404 0.00468100002035499
CCNB3 0.000684785249177366 0.000569131691008806
AC011337.1 0.00853972043842077 0.00242084916681051
TWSG1 0.154013991355896 0.324001848697662
TSPAN1 0.00240956619381905 0.620637178421021
ADCK2 0.251907467842102 0.366900205612183
GAB2 0.152311742305756 0.022879671305418
ANGEL1 0.0740680396556854 0.0855721607804298
CREBBP 0.256263703107834 0.616559326648712
OR2B6 0.000164155018865131 0.079247273504734
AC009163.7 0.000732521759346128 0.000903347157873213
YARS 0.313590794801712 0.482194423675537
WASIR2 0.00018455702229403 0.0118204820901155
NCALD 0.124368831515312 0.000140464951982722
AC105180.2 0.000331073708366603 0.000172713640495203
IGHE 0.124919958412647 1.19577920436859
AL121895.2 0.00120038457680494 0.00247902842238545
LGMN 1.50809693336487 0.5369593501091
AP001198.1 0.000427265127655119 0.000265623879386112
DARS-AS1 0.00140038330573589 0.000670748646371067
RPF1 0.200532495975494 0.356518983840942
DPM2 0.257062345743179 1.02196419239044
YBX2 0.012795751914382 0.233323961496353
MAFA 0.000536987092345953 0.023016819730401
AC092535.4 0.000318751379381865 0.000166187310242094
AC025160.1 0.000321148632792756 0.000227203927352093
RAPSN 0.00315925502218306 0.000602835323661566
LYPD6 0.00153335719369352 0.145077660679817
PRR14L 0.0520329624414444 0.187165096402168
LINC01637 0.0240616090595722 0.0103700365871191
AC087392.1 0.00176365661900491 0.00111221929546446
GTF3C6 0.34418460726738 0.609606027603149
AL162377.1 0.0144227100536227 0.107133887708187
TOR1B 0.0974507704377174 0.382441282272339
PCBP1-AS1 0.117723904550076 0.0627447962760925
LCAL1 0.000497253437060863 0.000281320972135291
IGFALS 0.000703165540471673 0.0681377276778221
AMER1 0.0168180111795664 0.0493851900100708
AP000442.1 0.000525851093698293 0.000160857598530129
GPI 0.536225914955139 1.54583823680878
ITIH4 0.17868560552597 0.00338080921210349
SAMD11 0.0639044567942619 0.680622816085815
AC008014.1 0.00395996076986194 0.0403020717203617
CACNG8 0.000510235724505037 0.000204037482035346
ARL6IP4 1.19080591201782 2.39044618606567
RANBP17 9.63414349826053e-05 0.11110507696867
DNAJB6 0.486851513385773 0.866825520992279
PRMT5-AS1 0.000439304858446121 0.000274615216767415
ZNF654 0.0860396847128868 0.142355591058731
UXT-AS1 0.00114413816481829 0.00333182280883193
TDO2 0.0716036409139633 0.000694008253049105
MAPK6 0.1302170753479 0.177161872386932
ARAP2 0.186576932668686 0.000425439910031855
PCDHB14 0.0492722168564796 0.00664502754807472
TYSND1 0.133070111274719 0.346999496221542
BEX4 0.11174638569355 0.420737355947495
AC092119.3 0.00123097526375204 0.000378563447156921
LINC01106 0.00107027485501021 0.0133002968505025
KIF5B 0.416823118925095 0.947311878204346
AL356608.1 0.000305338413454592 0.000166170648299158
AL929091.1 0.027393501251936 0.223913922905922
AL139246.3 0.0240983888506889 0.000578664185013622
AC226101.1 0.00035912892781198 0.000175788954948075
AL158167.1 0.000306305359117687 0.00016609817976132
TBC1D22A 0.322327077388763 0.210688412189484
ANKRD2 0.0013528170529753 0.000196552777197212
CLSTN2-AS1 0.000300473708193749 0.000171836363733746
AL354696.2 0.00538993300870061 0.000751923536881804
GBE1 0.0571038536727428 0.155716136097908
SPACA3 0.00077100662747398 0.000222047106944956
CASQ2 0.00739216199144721 0.000285306537989527
OSBPL3 0.219175785779953 0.037843368947506
AL513548.4 0.000331827264744788 0.000165806690347381
PDZD3 0.000295020086923614 0.000163958742632531
C13orf46 0.00190535432193428 0.00019045069348067
PEG3 0.00338951195590198 0.000564366404432803
PCNT 0.092482790350914 0.374464303255081
MARK4 0.154022872447968 0.353606313467026
TBC1D7 0.0666444301605225 0.451807230710983
PINX1 0.129390686750412 0.139037758111954
ESM1 0.0649453997612 0.0637613981962204
EFS 0.0300466138869524 0.234693884849548
AP001318.2 0.0013444657670334 0.000183921045390889
FAM13A-AS1 0.0717664733529091 0.0294565912336111
AL583856.2 0.000778821937274188 0.000317805563099682
FAM168B 0.2006496489048 0.457719266414642
PUM1 0.277369827032089 0.410922020673752
CCT6B 0.0135333128273487 0.0426437221467495
AC069148.1 0.00142434658482671 0.00519977742806077
SCAMP1-AS1 0.0376748964190483 0.0291245263069868
ABI3BP 0.349887162446976 0
AL033523.1 0.00112420064397156 0.00229665078222752
CRYZL1 0.0920947343111038 0.20193287730217
AUNIP 0.00206980155780911 0.0391395017504692
RNF24 0.119639568030834 0.214728608727455
AC007032.1 0.00179648853372782 0.0011333484435454
TWIST1 0.145724326372147 0.0111939255148172
C9orf40 0.0301629118621349 0.157451614737511
BX842570.1 0.000674803566653281 0.00159684219397604
SLC5A4-AS1 0.000662569829728454 0.000187652665772475
TRGC2 0.215168029069901 0
NDRG1 0.383349567651749 0.918393909931183
MGAT4A 0.365478217601776 0.177779123187065
AC084128.1 0.000347572873579338 0.00016859921743162
ZNF648 0.000342790299328044 0.000164131110068411
NF2 0.216873437166214 0.294936746358871
TMED2 0.427455365657806 1.14621794223785
KHDC1 0.00403913157060742 0.0462577342987061
FDFT1 0.229008495807648 0.555581867694855
LRP1B 0.000304836226860061 0.000160965297254734
AL162586.1 0.00103674991987646 0.000262582354480401
LINC02265 0.000386861909646541 0.000182517891516909
COL1A2 3.29880714416504 3.23520684242249
CIB4 0.000345044099958614 0.000353141338564456
FAM107A 0.0213537812232971 0.000152993583469652
TEP1 0.209733247756958 0.0870294719934464
SLK 0.266720324754715 0.39020437002182
SWI5 0.0801940411329269 0.530150830745697
SRP14 1.1412957906723 3.07753086090088
JPH4 0.00879742298275232 0.000339002348482609
CBR3 0.115221373736858 0.162476241588593
SMCR5 0.000665417348500341 0.000212480372283608
ARSD 0.144539639353752 0.385255634784698
WIPF2 0.155118197202682 0.429742038249969
LINC01778 0.000412971043260768 0.000186965771717951
CSRNP1 0.324611902236938 0.376297891139984
WDR46 0.294344574213028 0.432791888713837
AC084757.3 0.000335241929860786 0.000213264909689315
KPNB1 0.478281825780869 1.0461893081665
TWF2 0.768734037876129 0.521066725254059
SCN1A-AS1 0.000486453005578369 0.00163454411085695
LINC01843 0.00270098075270653 0.191862806677818
TSSC4 0.307648330926895 0.562085330486298
TTC30B 0.000824249291326851 0.0384951792657375
ATG4B 0.308456391096115 0.424126476049423
C5orf30 0.000362832972314209 0.642235100269318
AC005674.1 0.000511106860358268 0.000171066698385403
EXD2 0.023753197863698 0.228483572602272
HDAC6 0.192798346281052 0.316546618938446
ADD3-AS1 0.00218276609666646 0.000341258768457919
WRAP53 0.0864438265562057 0.123511172831059
SOWAHB 0.0014346488751471 0.0588697157800198
NDUFB2 1.26064717769623 1.99111425876617
DNAJC27 0.0252894777804613 0.0216058548539877
CEP295 0.0470748394727707 0.0773569941520691
TDRKH 7.91011698311195e-05 0.289215415716171
ATRX 0.357934325933456 0.454562664031982
ANKRD30BL 0.000322128384141251 0.000225723691983148
GAPDHS 0.000457920978078619 0.000164052413310856
ESYT1 0.427077800035477 0.458633154630661
AL096794.1 0.000449529790785164 0.000276633101748303
SMAD6 0.0550199709832668 0.13662488758564
PRNCR1 0.0300724729895592 0.0544866397976875
TBL1X 0.0359246321022511 0.123158290982246
STK4 0.281967163085938 0.188889861106873
AL512791.2 0.000526027230080217 0.000484998221509159
RAB9B 0.00244585261680186 0.0496982112526894
SMIM31 0.000389618420740589 0.000170752507983707
ATP13A4 0.00115764315705746 0.000328839843859896
FGF19 0.000233636033954099 0.000182034375029616
DBN1 0.157106101512909 0.589623212814331
SLC22A5 0.0263055171817541 0.244060605764389
OVGP1 0.00474433926865458 0.00153368595056236
VSIG4 0.382910639047623 0.0677238255739212
ROM1 0.0564313903450966 0.025895357131958
AL121748.1 0.000434570014476776 0.000220095069380477
SNCA 0.121039219200611 0.000516275991685688
LINC02749 0.000785430602263659 0.000271302298642695
SGCD 0.0716081559658051 0.0422302298247814
HIST1H4D 0.000551288365386426 0.000374596944311634
AP000894.4 0.000630304450169206 0.0257739778608084
GIMAP4 0.764621555805206 0
TWIST2 0.0913840904831886 0.0200390629470348
LSINCT5 0.000358462246367708 0.000207281147595495
TGFBR3L 0.000152453620103188 0.325429141521454
CNKSR3 0.0376847721636295 0.000209867357625626
RIPPLY2 0.00043304925202392 0.000177048917976208
PTGES 0.0865434855222702 0.534249424934387
HIST1H2AK 0.000373447866877541 0.000492392689920962
MRAP2 0.00214629340916872 0.000769453181419522
C18orf63 0.000331050046952441 0.000166310812346637
WNT10A 0.0870239287614822 0.000113716479972936
TVP23A 0.066840760409832 9.65256112976931e-05
GSTO2 0.00022141782392282 0.339728057384491
AC009318.1 0.0102427965030074 0.00276915915310383
CNTFR 0.00333906849846244 0.000790156715083867
LINC02547 0.000321065075695515 0.000222636183025315
SIM2 0.000114036658487748 0.170250236988068
SETD4 0.0980716720223427 0.262000352144241
PRR11 0.0163011737167835 0.0157407261431217
CDKL4 0.000412632856750861 0.00017787583055906
PSKH1 0.165291920304298 0.405314087867737
MAP6 0.0158254988491535 0.0447239689528942
PRSS51 0.000326927460264415 0.000179624868906103
USP18 0.207529708743095 0.274834752082825
PRCP 0.607843518257141 0.502598643302917
FAM111A-DT 0.00818532612174749 0.0598003044724464
ATP6V1G2 0.000213886916753836 0
CIPC 0.0625586584210396 0.268933743238449
RASA4 0.0428289398550987 0.0167270880192518
AC093426.1 0.000317319645546377 0.000211574035347439
CLEC11A 0.448618203401566 0.438385128974915
OBP2A 0.0146794533357024 0.013703728094697
LINC00942 0.000404363468987867 0.000195600208826363
FAM149A 0.002897605067119 0.0399774201214314
AC103563.2 0.000303581997286528 0.000166962941875681
PPP2R2C 0.00614095479249954 0.0776637867093086
ANKRD40CL 0.000312961550662294 0.000178180329385214
LINC02613 0.00110652600415051 0.000263161899056286
GHET1 0.000367279979400337 0.000162005322636105
BX322234.1 0.0138914315029979 0.0747933760285378
ZNF330 0.210045740008354 0.397197037935257
RBM28 0.107096709311008 0.163626492023468
PRNP 0.563758134841919 0.44016307592392
AL355482.2 0.000327815621858463 0.000172536179888994
MAMDC2-AS1 0.000513224047608674 0.000409363477956504
LINC01538 0.000442846183432266 0.0328006967902184
AC011978.2 0.0017681255703792 0.0410012304782867
SNHG19 0.0638260021805763 0.295593410730362
ZNF449 0.04342070966959 0.0711733624339104
ASTN2 0.0414326377213001 0.130413368344307
DRAM1 0.177301198244095 0.268383175134659
WARS 0.661501467227936 0.300892442464828
MX1 0.985829293727875 0.300415694713593
SLC12A7 0.386172503232956 1.08161401748657
GPLD1 0.00142181164119393 0.00442388700321317
COQ8A 0.208073884248734 0.387669056653976
AC007029.1 0.00156082422472537 0.00260096858255565
LINC01735 0.00045750621939078 0.00017639268480707
CYYR1-AS1 0.000393074384192005 0.000278169783996418
IGSF5 0.000658434117212892 0.0016176556237042
POMT2 0.0565094128251076 0.136196076869965
AC006449.6 0.0130867063999176 0.170219555497169
AC234775.3 0.00031481243786402 0.000175361390574835
DGAT1 0.360154181718826 0.701385319232941
LINC02126 0.000610553310252726 0.000195747008547187
NSF 0.173063352704048 0.541163146495819
MCM9 0.0256453659385443 0.164401888847351
AL512631.2 0.000423981400672346 0.000304372049868107
AC004000.1 0.000324238237226382 0.000189047350431792
LINC01409 0.00657407101243734 0.0525746867060661
AC010528.1 0.000328156689647585 0.000170566388987936
AC007038.2 0.0185712091624737 0.0289365313947201
AC104116.1 0.000311420735670254 0.000254952814429998
ATG4A 0.0726025626063347 0.111819632351398
AC116362.1 0.000974463124293834 0.000214375118957832
SLC25A40 0.105973288416862 0.14690874516964
TMEM64 0.0839388072490692 0.0138627467676997
AC010761.2 0.000310110102873296 0.000162825584993698
WDFY1 0.205146491527557 0.16266342997551
CCNB2 0.013315143994987 0.437553018331528
FAM102B 0.0552679449319839 0.37442734837532
MPZ 0.00126326165627688 0.000141994052683003
AL590764.1 0.0262329075485468 0.00157573644537479
CAPN10-DT 0.00145760097075254 0.00239695189520717
HSCB 0.106193691492081 0.181389585137367
ALKBH8 0.0347858779132366 0.0363203696906567
AC110760.2 0.000304701505228877 0.000163930904818699
EEPD1 0.102699600160122 0.0687727555632591
AC114763.1 0.000448047270765528 0.000188441656064242
LILRB1 0.113580860197544 0.00011382104275981
LRMDA 0.107687555253506 0.0770703479647636
KCNC4 0.0957604944705963 0.0612961165606976
CCAR2 0.284196674823761 0.51024067401886
ZNF69 0.0129242883995175 0.00140957324765623
BFSP2-AS1 0.000256969156907871 0
FMO5 0.000532087928149849 0.0390544272959232
LINC01936 0.000643798848614097 0.000388592772651464
EDNRB 0.0930293276906013 0.00166465993970633
LNX2 0.0108396029099822 0.247401371598244
KLK11 0.00223934883251786 0
RACGAP1 0.0385718233883381 0.91799408197403
AC009318.3 0.00136271631345153 0.00429966673254967
GDPD2 0.000631721457466483 0.000266643211944029
TXNRD1 0.222906425595284 0.596927344799042
PNPLA4 0.0572107918560505 0.32299217581749
AC005225.2 0.00168747594580054 0.000299487554002553
ERICH1 0.143411681056023 0.125240996479988
TCHHL1 0.000314532517222688 0.000168843864230439
TPP1 0.760859906673431 0.50269478559494
ARHGEF19 0.0569725818932056 0.157256618142128
ST8SIA1 0.0897887423634529 0
PDZD7 0.000850757583975792 0.0103234983980656
LSM14A 0.385655522346497 0.747793436050415
PDE4B 0.257519483566284 0.108219988644123
AC134312.6 0.000642029044684023 0.000238956505199894
RAB7A 0.580306231975555 1.17323994636536
AC012557.2 0.000728078826796263 0.000580387131776661
SSH2 0.21024064719677 0.171154767274857
AC106897.1 0.00756783224642277 0.0664273798465729
C5orf64 0.000355210737325251 0.000175673383637331
RPL3 3.76476335525513 3.1646625995636
AC092636.1 0.000342534593073651 0.000213816820178181
AL049539.1 0.00412241090089083 0.00554697681218386
STX16 0.339069575071335 0.59673398733139
AK6 0.173437267541885 0.274150550365448
AC025254.1 0.000303012493532151 0.00016718810366001
AC090469.1 0.00205082632601261 0.000405655067879707
EIF3I 0.423763543367386 0.906399071216583
RSPH10B 0.000661241007037461 0.000264945934759453
CD247 0.460138589143753 0
ASGR1 0.103755302727222 0.035839207470417
MT3 0.000759953400120139 0.018898855894804
NR2F2 0.280399471521378 0.543968498706818
CCM2L 0.11166674643755 0.0676627308130264
CMSS1 0.101204186677933 0.261867791414261
ZBTB44 0.208863079547882 0.252502411603928
PGM5P3-AS1 0.00396674638614058 0.000163452074048109
CLUH 0.275016844272614 0.49267441034317
RUSC1 0.0818831101059914 0.952056586742401
CLCNKA 0.000422387995058671 0.00581967271864414
GOT2 0.130600541830063 0.41406711935997
TRIM56 0.320836424827576 0.350227385759354
LINC02555 0.000333731586579233 0.000172212603501976
COLEC11 0.0225440580397844 0.000262223999015987
SERTM2 0.000355561060132459 0.000167759819305502
UBXN2A 0.10797955840826 0.105976827442646
COPB1 0.220939770340919 0.851224064826965
GRIK3 0.000244734750594944 0.00642441026866436
BET1L 0.197305098176003 0.488377273082733
MFSD14C 0.132138192653656 0.240037143230438
PIANP 0.000450805440777913 0.000775373133365065
HAP1 0.00566686410456896 0.000842575507704169
AC023787.1 0.000325407483614981 0.000170197527040727
AC034243.1 0.000433146924478933 0.0290660541504622
AC016065.1 0.0320061221718788 0.0930104479193687
HCN1 0.000380603858502582 0.000165581412147731
STON2 0.0397038906812668 0.0482474006712437
TSPAN19 0.000329569651512429 0.000170557701494545
TPTE2 0.000910302507691085 0.000190512088011019
SYDE1 0.161451578140259 0.15824031829834
AC026401.3 0.0745099782943726 0.110483855009079
TCL6 0.00625162338837981 0.00710216443985701
ANKS1A 0.191163539886475 0.21153649687767
SPR 0.0839734002947807 0.895188271999359
AC069287.2 0.000336151191731915 0.000227237018407322
SBF1 0.488069027662277 0.322945594787598
AL390719.2 0.00855566561222076 0.245574563741684
NLRC3 0.214309141039848 0.000133308363729157
IGHV3-7 0.00642645312473178 0.000116349729069043
AC010969.2 0.00828624237328768 0.08250942081213
SNX22 0.0739883482456207 0.738118529319763
GLS 0.52569055557251 0.200293436646461
DGKK 0.000369726971257478 0.0001809175737435
UBE4B 0.134810119867325 0.174969792366028
TAGLN2 1.65159630775452 2.2340190410614
PIK3R6 0.11512154340744 0.00727984495460987
GRIP2 0.0141527587547898 0.00325851980596781
HIVEP1 0.082916758954525 0.178850293159485
SRP19 0.288914144039154 0.933962345123291
AC003965.1 0.00140877184458077 0.00257504638284445
Z95115.1 0.00531233660876751 0.0471914857625961
GRAMD1C 0.0184792540967464 0.015238905325532
CLDN22 0.000337471050443128 0.000233449580264278
AL049629.1 0.000389239110518247 0.000213766878005117
AC245140.1 0.000609157548751682 0.000573253957554698
AC011773.4 0.000386572122806683 0.000330173497786745
MBD6 0.249425977468491 0.552009701728821
TRIM11 0.139114379882812 0.692318141460419
AC006504.1 0.000807522272225469 0.000302617758279666
CDYL 0.0692617669701576 0.389138281345367
AL023754.2 0.000355987198418006 0.0001703318557702
LINC00525 0.000437937647802755 0.000259744410868734
SYS1 0.161714866757393 0.347217351198196
SNX4 0.125579819083214 0.263698875904083
AC015819.2 0.00208067218773067 0.000522750080563128
MIB2 0.327546566724777 0.287972986698151
AC084740.1 0.000955795985646546 0.00200468255206943
AL139424.2 0.000534581369720399 0.00069827726110816
LINC01560 0.00390187185257673 0.0100270658731461
AC087477.2 0.0115916579961777 0.000846448761876673
PRUNE1 0.0167724750936031 0.453028798103333
AC060766.4 0.0282527767121792 0.000523132970556617
FCER1G 1.53235971927643 0.606356263160706
CAMKMT 0.0107231214642525 0.0482198186218739
COX7C 1.65852284431458 3.21258616447449
ACD 0.139844596385956 0.267840594053268
LIPT2 0.00269503123126924 0.0558023303747177
QSOX2 0.078045129776001 0.21700918674469
ESCO2 0.000843748042825609 0.0929362028837204
NUDT6 0.0113752102479339 0.0985022485256195
LGALS7 0.00136241549625993 0.000193664614926092
AC125494.1 0.000518990913406014 0.000232820966630243
LINC00565 0.00104064575862139 0.000315189943648875
AF235103.3 0.00232630083337426 0.00701834028586745
SCGN 0.000233638071222231 0
AC068620.2 0.00699509773403406 0.0100334119051695
RNASEH1-AS1 0.0342241451144218 0.020411541685462
AL355512.1 0.00158247677609324 0.00261596008203924
RCN1 0.408749461174011 0.743232488632202
PFDN2 0.443444013595581 0.985747992992401
AC010615.2 0.000966018007602543 0.0119809927418828
TSTD2 0.101016260683537 0.128972768783569
FAM242C 0.000387115054763854 0.000602365180384368
AC096642.1 0.0069003370590508 0.00729223061352968
CXCL16 0.536672651767731 0.261831909418106
AC024940.6 0.00752801634371281 0.000496887543704361
FBLN2 0.958615601062775 0.277388393878937
ZNF41 0.02148412540555 0.0645982995629311
SUV39H2 0.00708568235859275 0.0708870589733124
Z95114.2 0.000419241870986298 0.000160886571393348
TMEM237 0.0340722911059856 0.104836903512478
NABP2 0.170635238289833 0.467846870422363
AC025178.1 0.000411172979511321 0.000463565869722515
BICC1 0.145107954740524 0.0472063086926937
ZNRF2 0.159611105918884 0.165233299136162
AC138207.4 0.00924572721123695 0.0181395132094622
DPCD 0.0626379027962685 0.485534310340881
PTPN13 0.0339996181428432 0.362013876438141
SGTB 0.134242132306099 0.00742081832140684
AL135786.2 0.000317962025292218 0.000161604897584766
KLF6 0.814014196395874 0.663200855255127
NUDT16L1 0.294175863265991 0.532380759716034
PRDM16 0.0166509822010994 0.00210601254366338
CMTM4 0.0133674815297127 0.408247709274292
CALY 0.000590325857046992 0.000532418955117464
LRRC34 0.0140353189781308 0.00150094914715737
AL355001.2 0.0357948504388332 0.121454022824764
NCAPG 0.0482983216643333 0.180290639400482
GTF2H2 0.0160502195358276 0.0632207095623016
ZNF354C 0.0239457990974188 0.00289301574230194
PES1 0.250366687774658 0.488994300365448
AC026785.2 0.000410156644647941 0.000402128760470077
RMI2 0.014955353923142 0.195854917168617
INO80D 0.101633317768574 0.105183690786362
DCAF8 0.311047941446304 0.484971135854721
CCDC15 0.00243831961415708 0.0482999421656132
AP002433.1 0.000498299021273851 0.000725633522961289
TCEAL2 0.000940226833336055 0.000223760333028622
ABCG4 0.000322008825605735 0.000253543170401827
SLC16A10 0.00212432001717389 0.0193236712366343
TOB2 0.231328502297401 0.270756185054779
AC040970.1 0.0159465987235308 0.0471630580723286
MED21 0.129032492637634 0.260698854923248
LPAR3 0.010852181352675 0.000366598163964227
CYFIP1 0.456543445587158 0.611235558986664
ST8SIA6-AS1 0 0
EGFL7 0.580578625202179 0.70654833316803
NDUFB3 0.49465212225914 0.800057709217072
SLC28A1 0.000599483551923186 0.000300119194434956
DUSP23 0.541417598724365 1.39902436733246
C12orf75 0.30258321762085 0.910945415496826
ADAMTS4 0.187132924795151 0.128491550683975
LINC02478 0.000309512281091884 0.000181349969352596
RNF223 0.000523736409377307 0.0957517102360725
AC104964.4 0.00114575691986829 0.0122472578659654
FAM49B 0.386578470468521 0.791164040565491
NEK8 0.0360667742788792 0.0745329707860947
AC012150.1 0.000599576742388308 0.000668232678435743
B9D2 0.108514063060284 0.252929419279099
AP001981.2 0.000347473513102159 0.000179165217559785
FAM189A2 0.0179573595523834 0.155095621943474
TCEAL9 0.268405705690384 0.388103634119034
AC007786.1 0.0017279990715906 0.000223232782445848
AC005293.1 0.000385876424843445 0.00017380494682584
SMO 0.104972913861275 0.0953722968697548
AL118511.2 0.000387723761377856 0.000158665250637569
NR1I2 0.000506829819642007 0.000181856084964238
LINC01298 0.000393384019844234 0.000384746585041285
RHOBTB3 0.0414038635790348 0.0158486235886812
RHOBTB2 0.115340851247311 0.0972002372145653
UMODL1-AS1 0.000352955219568685 0.000175748078618199
AL121936.1 0.000491936923936009 0.000179188136826269
AC005498.3 0.000806453346740454 0.00017899353406392
GZMK 0.463191479444504 0
AL359076.1 0.000333368312567472 0.000213300547329709
ADAM8 0.40298318862915 0.442989408969879
RGS20 0.000341272883815691 0.000124657672131434
PSMG1 0.146401539444923 0.231938943266869
GATAD1 0.162059381604195 0.276016235351562
AL359397.2 0.00162982218898833 0.000839293817989528
NDUFC1 0.558729708194733 2.10771298408508
AL162574.2 0.000319216604111716 0.000229289653361775
NR1H3 0.523927986621857 0.152161404490471
RPS6KA3 0.384460031986237 0.00129421567544341
ALMS1-IT1 0.000944354105740786 0.000535277067683637
YJEFN3 0.0611233934760094 0.15873384475708
NELFE 0.341344207525253 0.784659862518311
GPATCH4 0.203061565756798 0.278755038976669
AC092143.2 0.00043695475324057 0.000165736899361946
AC007570.1 0.000340058701112866 0.000316960184136406
PRSS1 0.000384084938559681 0.000174918925040402
LRTM2 0.000440157629782334 0.000202021299628541
SIRT5 0.0201493240892887 0.233334720134735
AC055855.1 0.000325824425090104 0.000171191233675927
AC083964.1 0.00425817258656025 0.000494013889692724
ZBTB11-AS1 0.0124545823782682 0.0143553633242846
CDKAL1 0.0828412771224976 0.109001241624355
CHL1-AS2 0.000684116967022419 0.000187293524504639
ADAMTS6 0.0157164540141821 0.011756120249629
HEXD 0.396336913108826 0.411948561668396
PHF14 0.176313787698746 0.275554478168488
LINC02793 0.000502600392792374 0.000169486025697552
MSRB2 0.33412903547287 1.15420544147491
SC5D 0.0953572914004326 0.10611318051815
AC020658.3 0.000359800353180617 0.000225556621444412
SNTG2-AS1 0.0014749551191926 0.000396654737414792
ABHD14B 0.362127512693405 0.611412286758423
SLC39A4 0.115179568529129 1.45429623126984
TTYH3 0.670063018798828 0.3206607401371
FZD3 0.0365285873413086 0.150366887450218
SACS 0.0849569216370583 0.0726199150085449
AL138899.1 0.000593145552556962 0.000186098026460968
AC091891.1 0.000353131763404235 0.00022344417811837
DUSP15 0.00260821683332324 0.011263788677752
MYCNOS 0.000513762643095106 0.000292532989988104
AC104653.1 0.000356404139893129 0.000164663142641075
AL353807.5 0.0671895295381546 0.11691802740097
FBXL22 0.00458186771720648 0.0110544515773654
ZNF566 0.040365181863308 0.0648091584444046
CLEC9A 0.0148094967007637 0.00019096904725302
BLM 0.0220096465200186 0.0668123215436935
JMJD1C-AS1 0.00779851851984859 0.00115112669300288
AL109659.2 0.00117029924876988 0.000669792469125241
CELF1 0.319911032915115 0.551232099533081
CCDC83 0.000339245598297566 0.000171802486875094
RHPN1 0.171745091676712 1.27186155319214
GAL3ST4 0.251053094863892 0.137652307748795
PCDHB13 0.00542568415403366 0.000305334368022159
AL096701.3 0.00462960917502642 0.000437500653788447
NHLRC4 0.0154541386291385 8.64083413034678e-05
UTP23 0.0951425656676292 0.41659739613533
PHC2 0.547562777996063 0.631765484809875
PTPRH 0.000594996032305062 0.000668277207296342
NEK1 0.082178108394146 0.0596784576773643
SLITRK4 0.0295095965266228 0.000708986364770681
MAP2K7 0.174971580505371 0.258071720600128
YIF1A 0.366711676120758 0.645911395549774
FAM102A 0.407899975776672 0.75710254907608
CCDC33 0.00316014746204019 0.000327905145240948
ARHGAP15 0.349559009075165 0.000232849080930464
AL359643.2 0.000491955957841128 0.000451813481049612
LBH 0.649022042751312 0.190860092639923
ZNF775 0.086885929107666 0.123256199061871
KIF1BP 0.0109446449205279 0.272778272628784
AL096706.1 0.000527315365616232 0.0119605949148536
MPDZ 0.0620021969079971 0.179715618491173
WNT4 0.0346447564661503 0.0267310161143541
UVSSA 0.031996913254261 0.0264465231448412
SIRPB1 0.0966877862811089 0.0127199022099376
IFT140 0.0488052032887936 0.353287100791931
CGB7 0.000457174843177199 0.00024071779625956
PGR-AS1 0.000740872055757791 0.000180397488293238
C19orf33 0.199027955532074 2.81553053855896
BRSK1 0.0423493571579456 0.0749553740024567
RAB27B 0.0283285994082689 0.425291329622269
CLPP 0.510552763938904 0.640467166900635
SLC66A1 0.0874250009655952 0.208158150315285
ZNF600 0.0748304575681686 0.100440494716167
RRAD 0.0544683039188385 0.000412261491874233
PKM 1.474249958992 2.35769701004028
LINC01208 0.0010642574634403 0.00325234537012875
STK24-AS1 0.00119759433437139 0.0196293145418167
PDE1C 0.0115545615553856 0.000377054529963061
RGS2 0.373497426509857 0.0939154177904129
AC019294.2 0.00213500764220953 0.000311372190481052
AL513318.2 0.000329863134538755 0.000163797842105851
IGHD 0.200931951403618 0.000201055168872699
VEGFD 0.0013768324861303 0.00135535863228142
FAM27E3 0.00208735722117126 0.0419533513486385
AC026254.2 0.00281144143082201 0.000170195009559393
KCNC1 0.000397691881516948 0.000175836510607041
RBM17 0.309058278799057 0.806994676589966
CORO7 0.561685800552368 0.336452901363373
AC007861.1 0.000398426927858964 0.000177416470251046
LRFN4 0.214950025081635 0.27058669924736
LINC02166 0.000437076145317405 0.00142145110294223
ATG16L2 0.335915088653564 0.247155100107193
RTN4RL1 0.00102150288876146 0.075328454375267
TLL2 0.00372665119357407 0.00491702696308494
TDRD9 0.000660232559312135 0.00037875134148635
EIF4E2 0.425700813531876 0.631626963615417
SV2A 0.0110853500664234 0.00223384541459382
SH2D5 0.000407760700909421 0.000268866715487093
TRIM36 0.00138751231133938 0.104011237621307
COG8 0.0763558000326157 0.275041908025742
OSTF1 0.347240775823593 0.191721171140671
AL031963.3 0.000364849052857608 0.0403684861958027
RASSF8 0.0553886033594608 0.113980762660503
ELF3-AS1 0.00163585890550166 0.125635340809822
WFDC2 0 0
AC104758.2 0.000449863902758807 0.000173507592990063
ACSF3 0.209199726581573 0.296393364667892
ZNF487 0.0174704659730196 0.0171760432422161
HAUS4 0.212070778012276 0.198355600237846
THNSL1 0.00788281112909317 0.0888262763619423
SMIM13 0.0555601753294468 0.235084876418114
TMEM218 0.134010449051857 0.208357110619545
MRPS22 0.164438590407372 0.332108110189438
CDH13 0.0884667932987213 0.0321129038929939
VIP 0.0040861158631742 0.000307892041746527
APOOL 0.058313924819231 0.269556164741516
SEC24B-AS1 0.00728865852579474 0.0138134146109223
AL353719.1 0.00148040300700814 0.00379007449373603
SGK2 0.0027744066901505 0.00414081802591681
